"","nationality","tags","score","content","content_detail"
"81","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°Breafast could be changed daily and breakfast area should be bigger.¡±","<U+B198>Some of the staff never had a smile on their face.<U+B200>It was in a good location.Stayed in December 2017"
"82","Malaysia","<U+2022> Business trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°feeling good ¡±","<U+B198>pool must be more bigger<U+B200>very good behave and clean..commitmetal...I like itStayed in December 2017"
"83","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°City view at swiming pool¡±","<U+B198>Nothing<U+B200>City view at swiming poolStayed in December 2017"
"84","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.7","¡°Meet expectation¡±","<U+B198>I think the lift design is a bit off as the 2 up and down buttons are not sycned with each other and they contorlled different lift. Sometimes the lift tend to stop at every level due to the button triggered but the passenger in fact has already gotten down by another lift.<U+B200>We like that the building is quite newStayed in December 2017"
"85","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 1 night","6.7","¡°Very quiet rooms¡±","<U+B198>The dinning room for breakfast was always very crowded<U+B200>Very quiet roomsStayed in November 2017"
"86","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night","7.5","¡°New boutique hotel for short stay.¡±","<U+B198>Opportunity to improve the signage for parking and location of the reception floor.<U+B200>New boutique hotel for short stay. Right opposite hawker center, eating place for local foods.Stayed in November 2017"
"87","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Great place to stay!¡±","<U+B198>The bathroom is a little bit  too small!<U+B200>It have good facilities!Stayed in December 2017"
"88","Indonesia","<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.9","¡°The location is great!¡±","<U+B198>Staying 5 nights and the breakfast quite similar from day one till we check out. Yeah we know ita<U+0080><U+0099>s their standard.<U+B200>The location is great! Easy to go everywhere by MRT and the nearest MRT station only walk around 2 minutes or lessStayed in December 2017"
"89","Romania","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°Good hotel. Terrible breakfast.¡±","<U+B198>Breakfast is a mess. Food is very low quality. I don't mind the small number of choices but that cook just has no respect for food. Worst omelette I have ever tasted. Cheese was a random low quality selection every day. Every bacon refill was cooked differently. Big parts of buffet were empty and took forever to refill. And I could go on and on. Just get rid of whoever is doing that buffet. Breakfast personnel are just randomly running around like a bunch of headless chickens. Tables are no cleared in time.<U+B200>Very comfortable room, good location. Nice rooftop pool. Very nice reception staff. Stayed in December 2017"
"90","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Rooms look exactly  like  the  picture¡±","<U+B200>Rooms look exactly  like  the  pictureStayed in December 2017"
"91","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Good for a short stay, close to Arab St¡±","<U+B198>Room was small<U+B200>Location was great within walking distance to Arab StStayed in December 2017"
"92","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Very clean, new and comfortable...!¡±","<U+B198>Breakfast has no halal food<U+B200>Very clean and comfortable. Very good value for Sa<U+0080><U+0099>pore standard.Stayed in December 2017"
"93","United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","6.3","¡°so so¡±","<U+B198>bathroom, fan is loud and poor toilettries<U+B200>locationStayed in December 2017"
"94","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 3 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Clean, comfort and convenience¡±","<U+B198>The room is too small for family room<U+B200>Breakfast buffet could be better by increase more varietyStayed in December 2017"
"95","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","8.3","¡°Nice stay¡±","<U+B198>No pool bar and is very noisy due to fans/exhaust on roof and near by construction, limited in services, breakfast foods ran out fast (had to wait for refill)<U+B200>Good location out of main city area, helpful staff, breakfast filling. Close to train station and bus stop!Stayed in December 2017"
"96","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°A very nice stay.¡±","<U+B200>Beds were very comfortable. Rooftop view was amazing!Stayed in December 2017"
"97","Finland","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 1 night","9.2","¡°Arrived at 8 P.¡±","<U+B198>Hotel changed name and owner 2 times during a few years acc to taxi driver which means that all the taxis doesn't recognize the hotel. This happened to us.<U+B200>Arrived at 8 P.M. and left at 4:00 A.M. so not much time for evaluating the hotel. Thanks to good instructions from reception we found the way to MTR and we were just in time to see the light showStayed in December 2017"
"98","Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights","8.3","¡°Great city hotel for families.¡±","<U+B198>Lower price for breakfast.<U+B200>Very nice Hotel for families. Rooms with 4 beds very small but sufficient for a city trip.Super location for MRT and Food Court. There is also a big playground behind the food court.We love the rofftop view and pool, great towels provided.Would definitely go again.Only breakfast was too expensive, but many other options nearby.Also, after a 12h flight with two kids we were checked in immediately and fast at 8am without any costs!Stayed in December 2017"
"99","Slovakia","<U+2022> Business trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 3 nights","9.2","¡°No comment.¡±","<U+B198>No comment.<U+B200>No comment.Stayed in November 2017"
"100","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Clean and tidy with great staff¡±","<U+B198>Breakfast area was too small and cereal selection could have been better and milk needs to be cold.<U+B200>Clean and tidy with great staffStayed in December 2017"
"101","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 1 night","8.3","¡°very satisfactory for a stopover in singapore¡±","<U+B198>breakfast was just ok. lifts to the bedrooms take forever<U+B200>rooms were very clean. easy to check in. location is good.Stayed in December 2017"
"102","New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights","7.5","¡°Helpful staff, quiet.¡±","<U+B198>Help to transport bags.Rooms small.<U+B200>Helpful staff, quiet.Stayed in December 2017"
"103","Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Value for money.¡±","<U+B198>Restaurant in hotel had a limited menu. No vegetarian options and no felixibility in modifying anything on the menu to accommodate. Elevators were very slow<U+B200>Value for money. Being able to pay with PayPal. Room was comfortable. Rooftop Pool and deck is fantastic Hawker food court across the street is a good place to go for a quick, inexpensive mealStayed in December 2017"
"104","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights","9.2","¡°enjoyed every minute¡±","<U+B198>-<U+B200>Location, location, location. For a small hotel, it is very comfy. Fantastic view from rooftop pool...had no trouble parking.  Close to Flyer, Gardens by the Bay, Marina Bay Sands, Arab St, Little India etc..many buses drop off next door..Stayed in December 2017"
"105","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Perfect and good location.¡±","<U+B200>Everything and really good location.Stayed in December 2017"
"106","Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights","8.8","¡°Nice experience. Will book again.¡±","<U+B200>Book early, and you will get a good rate. Location is very good.Stayed in November 2017"
"107","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights","7.9","¡°Clean and comfortable, great views of the city from the...¡±","<U+B200>Clean and comfortable, great views of the city from the rooftop pool. Golden Mile hawker centre right across the road.Stayed in December 2017"
"108","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","8.3","¡°Would stay there again¡±","<U+B198>Breakfast. Big selection but cold and not too tasty. Coffee could improve too. @ AUD23.53 it really needs to be of higher quality.<U+B200>similar priced hotels in Singapore normally not as well appointed, quiet and clean as The Destination. Aircon nice and quiet too.Stayed in December 2017"
"109","Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night","7.9","¡°Very nice and pretty hotel. good value of money. Ideal for a short stay¡±","<U+B198>The room is not very big but it wasn't a big problem for us as we stayed only 1 night.<U+B200>The hotel is just renovated and all furniture in the room and bathroom is new. the bed is very comfy. Good location, walk distance to Marina Bay promenade. Nice room view from huge windows)Stayed in November 2017"
"110","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.8","¡°Bathroom gets flooded due to poor drainage.¡±","<U+B198>Bathroom gets flooded due to poor drainage. Location not convenient for shopping & not close to shopping centres. At least 10 minute walk to train station in the hot dun & carting yr luggage. With this rate, you can find other hotels with better location.Stayed in November 2017"
