"","nationality","tags","score","content","content_detail"
"76","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Overall good . Could have beenbetter for the money I am paying¡±","<U+B209>Infinity pool was a letdown . I expect the Infinity pool to be like a swimming pool . Instead people were there fully clothed near the pool side .<U+B207>The locations and ease of public transport.Stayed in December 2017"
"77","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Nice view in the pool and good service¡±","<U+B209>Too expensive<U+B207>Nice view in the pool and good serviceStayed in December 2017"
"78","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Expensive¡±","<U+B209>2500 rooms means there are going to be a lot of people and you will queue for everything. Staff in cafe expect you to know the protocols and will get visibly upset if you dona<U+0080><U+0099>t follow them. No signs to explain what they are however. Ita<U+0080><U+0099>s very expensive for everything so be prepared for that. No bath in bathroom.<U+B207>The pool is amazing just massively overcrowded. If you want a pool lounge get there early I.e. 7am. Room size and view is great!Stayed in December 2017"
"79","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights","10","¡°Great spacious room for a family but on the ground floor of...¡±","<U+B207>Great spacious room for a family but on the ground floor of 57 floors!!! Could of had a better view!Stayed in December 2017"
"80","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°My second time in the MBS .excellent service esp the Filipino staffs accomodating all our needs.¡±","<U+B209>Very common lobby and room interior<U+B207>I like the pool, the sceneryStayed in December 2017"
"81","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Room<U+2022> Stayed 1 night","9.2","¡°The view was terrific!¡±","<U+B207>The view was terrific!!!Stayed in December 2017"
"82","China","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Great view<U+00EF><U+00BC><U+008C>great swimming pool<U+00EF><U+00BC><U+008C>great experience.¡±","<U+B209>The hotel lobby has nothing to eat after 11 o 'clock. You need to go a long way to have more options.<U+B207>Great view<U+00EF><U+00BC><U+008C>great swimming pool<U+00EF><U+00BC><U+008C>great experience.Stayed in December 2017"
"83","China","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin City View Room (3 Persons)<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°We had great time.¡±","<U+B209>None.<U+B207>Everything is perfect.Stayed in December 2017"
"84","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.6","¡°Excellent city view¡±","<U+B207>Excellent city viewStayed in December 2017"
"85","South Africa","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.7","¡°Great stay if you can afford it¡±","<U+B209>Price and location <U+B207>Clean and eliteStayed in December 2017"
"86","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","4.6","¡°The hotel is an amenity for the swimming pool¡±","<U+B209>Most hotels have amenities like swimming pool; however Marina Bay Sands is a swimming pool and shopping centre which has the hotel as an amenity. No defined reception area and you have to stand on a long queue to check in one of the most expensive hotels in the world. They also refused to give us loyalty cards being Iranian.<U+B207>Splendid Architecture.Stayed in December 2017"
"87","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","4.6","¡°So busy ita<U+0080><U+0099>s like an airport.¡±","<U+B209>So busy ita<U+0080><U+0099>s like an airport. No room at the poolStayed in December 2017"
"88","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.1","¡°Great hotel but rude staff¡±","<U+B209>Check in staff was rude, I made the booking with 2 kids with age mentioned while booking. But they refused extra bed for kids. <U+B207>Great hotel, a must stay in Singapore. Pool is amazing Stayed in December 2017"
"89","Bangladesh","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Orchid Suite<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Nice and Neat.¡±","<U+B209>Synergy of structural and non structured elements.<U+B207>Nice and Neat.Stayed in December 2017"
"90","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Great staying comfortable ..especially 57 level rooftop Infinity Pool so beautiful sky city views..¡±","<U+B209>Room bath toilet & shower without door separate individual..<U+B207>Room beds comfortable & rooftop Infinity Pool so beautiful sky city views..wonderful!!Stayed in December 2017"
"91","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King City View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°City Views from the best infinity pool¡±","<U+B209>The TV entertainment could have been a bit better with a better navigation and more modern interface.<U+B207>The hotel is an amazing destination by itself. The room was in Tower 3 with a city view, which was breathtaking. It was very spacious and there was lots of storage with comfy bed.The views from the pool are great for insta shots and also ita<U+0080><U+0099>s a great place to chill.Stayed in December 2017"
"92","Hong Kong","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Premier Twin Garden View Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","4.6","¡°Lifestyle rewards program not practical.¡±","<U+B209>Lifestyle rewards program not practical...prefer discounting all services rather than spending reward points.Stayed in December 2017"
"93","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night","10","¡°A fantastic grand finale to our holiday!!!¡±","<U+B207>We stayed 1 night, as a grand finale to our holiday, in room 4418 overlooking Gardens by the Bay.  The views were spectacular from our room and from the swimming pool which faces inland.  All in all it was a grand experience - Marina Bay Sands should definitely be on everyone's 'to do' list when visiting Singapore.Stayed in December 2017"
"94","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Garden View Room<U+2022> Stayed 1 night","6.7","¡°Clean room, Best swimming pool, convenient transportaion.¡±","<U+B209>Very unfriendly front staff. Gotta improve service quality<U+B207>Clean room, Best swimming pool, convenient transportaion.Stayed in December 2017"
"95","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Premier King Harbor View Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Amazing views on the Harbour side, beautiful room!¡±","<U+B207>Amazing views on the Harbour side, beautiful room!Stayed in December 2017"
"96","Belgium","<U+2022> Family with young children<U+2022> Deluxe Twin City View Room (3 Persons)<U+2022> Stayed 1 night","4.6","¡°NO VALUE .¡±","<U+B209>NO VALUE ...TO EXPENS ...FACILITIES ARE NOT MUCH...ROOM SERVICE IS NOT GOOD.... NOT CLEAN AS REQUIRED. NO BATH CAP.....GENERAL SOAPS.....ALOVER NOT GOOD AS WE THINK..<U+B207>NO VALUE ...TO EXPENS ...FACILITIES ARE NOT MUCH...ROOM SERVICE IS NOT GOOD.... NOT CLEAN AS REQUIRED. NO BATH CAP.....GENERAL SOAPS.....ALOVER NOT GOOD AS WE THINK..Stayed in December 2017"
"97","China","<U+2022> Leisure trip<U+2022> People with friends<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Unique experience... Incredible ¡±","<U+B209>No supermarket or some small shops for daily products nearby <U+B207>Everything was amazing. Love it and wanna repeat againStayed in December 2017"
"98","Romania","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.6","¡°This hotel is a great compliment to Singapore¡±","<U+B207>Great location and superb infinity pool and skyparkStayed in December 2017"
"99","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe Twin Garden View Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Location and facility were great, nice view and room was...¡±","<U+B209>They didn't have enough stuff for all of us in room but staff provided once requested<U+B207>Location and facility were great, nice view and room was modernStayed in December 2017"
"100","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Garden View Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Not many halal options¡±","<U+B209>Not many halal optionsStayed in December 2017"
"101","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Deluxe King Room<U+2022> Stayed 1 night","9.6","¡°Overall experience was very good.¡±","<U+B209>Rooms are over-priced for the accommodation standard.  Breakfast at the rooftop restaurant was very busy and had to wait for a table.  Don't expect that in this standard of hotel.<U+B207>Overall experience was very good.  Balcony view over the ocean was fantastic.Stayed in December 2017"
"102","Russia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Deluxe King Sky View<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°The room was just amazing, the view from the window (city...¡±","<U+B209>Price<U+B207>The room was just amazing, the view from the window (city view room on Booking.com) was unbelievably perfect. The pool of course.Stayed in December 2017"
"103","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Deluxe King Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Singapore is too expensive that I didn't like d it¡±","<U+B209>Singapore is too expensive that I didn't like d itStayed in December 2017"
"104","Luxembourg","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Deluxe King Sky View<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°What a view¡±","<U+B209>It is gigantic complex and so espacially around check-in or check-out you may not get the luxurious feeling that should come with that kind of price<U+B207>It is as advertised. A luxurious hotel with a lot of amenities. The rooms a great and modern with a great view (we had a city view from the 42th floor).The pool is fantastic and you have a lot of dinning options.There's an MRT station inside the complex so you can travel to evrrywhere in Singapore.Stayed in December 2017"
"105","Portugal","<U+2022> Leisure trip<U+2022> Group<U+2022> Deluxe King Garden View Room (3 Persons) <U+2022> Stayed 1 night","9.6","¡°I would love to go back. It's amazing. Every detail.¡±","<U+B209>Nothing. If you have the chance to go to singapore go a night there. It's a lifetime experience!<U+B207>Wow. It's just amazing. The hotel, the view, the pool, the gardens by the bay, the light show at night. Just amazing. You feel like you're in a Las vegas hotel. The room was amazing they even let us check out at 12pm and save us our bags because we had flight at mid night. Really good service and of course all the details of the hotel where thought to be perfect. And they are.Stayed in December 2017"
