"","nationality","tags","score","content","content_detail"
"88","United Kingdom","<U+2022> Leisure trip<U+2022> Group<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 4 nights","9.6","¡°Excellent location, very comfortable, a favourite.¡±","<U+B209>There are not enough charging sockets and in a twin room as we were, only one bed gets charging facilities.<U+B207>The beds are super comfortable with mattress toppers. Everything is very well designed and easy, and the location is unbeatable.Stayed in December 2017"
"89","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","9.6","¡°Great and my kid liked it!¡±","<U+B209>NA<U+B207>The room was very comfy and clean.Stayed in December 2017"
"90","India","<U+2022> Business trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 7 nights","7.1","¡°Liked the stay¡±","<U+B209>Indian breakfast was not tasty.<U+B207>Room was sufficient for two peopleStayed in December 2017"
"91","Japan","<U+2022> Business trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 4 nights","7.5","¡°Good location and friendly service.¡±","<U+B209>smoking room was not available on the 1st night..., however gave priole to change my roon from 2nd day: )<U+B207>I like this property due to 4th floor (smoking rooms)Stayed in December 2017"
"92","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","9.6","¡°excellent location near Bugis  shops and MRT   CLEAN SMALL...¡±","<U+B209>NO POOL<U+B207>excellent location near Bugis  shops and MRT   CLEAN SMALL ROOMS AT REASONABLE PRICEStayed in December 2017"
"93","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","9.2","¡°Cleanliness and friendly staffs¡±","<U+B209>No commeny<U+B207>Cleanliness and friendly staffsStayed in November 2017"
"94","Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","7.9","¡°Location was great, just a short walk to the Bugis area.¡±","<U+B209>Water is not readily available in the rooms and had to ask for it every time. Specially for tourists, available water in the room would be appreciated after a day of going around Singapore.<U+B207>Location was great, just a short walk to the Bugis area. Near Bugs MRT station, about 2 blocks away.Stayed in December 2017"
"95","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights","6.7","¡°The towel should be replaced daily and not suggested of...¡±","<U+B209>Towel issue.<U+B207>The towel should be replaced daily and not suggested of re-use. Slipper is not provided .Stayed in December 2017"
"96","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Fairly good stay¡±","<U+B209>The slow check in service <U+B207>The locationStayed in December 2017"
"97","Romania","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","8.3","¡°Good value for money, good location, clean and practical if you are on a budget.¡±","<U+B207>The hotel is located near 2 MRT stations: Bugis and Bencoolen. It's a 45 min train ride away from Changi Airport and 10 mins away from the downtown area. There is also the Bugis market somehow in the back of the hotel with a lot of stores and street food. There is also a 7-11 at the ground floor. Overall it is a decent hotel, it will do its job. If you want something more luxurious or to leave you breathless, this is not it.Stayed in December 2017"
"98","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights","9.6","¡°Great location, great room, great staff¡±","<U+B209>Rooms quite small and sound can travel a bit but was very adequate/ comfortable<U+B207>Great location, staff always helpful.  I went out for the day after checkout and was able to have a shower in a room they keep free for this purpose.Stayed in December 2017"
"99","New Zealand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights","5.4","¡°Check for better option before settling in for this one¡±","<U+B209>At the same price you can find much better. The room I stayed 903 did not look anything like the one in the pictures. It is fairly old looking inside and needs proper refurbishing. Cheaper alternative might be better and more comfortable. I would not suggest it.<U+B207>The location is pretty handy. The staffs are nice and helpful.Stayed in December 2017"
"100","Peru","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Value for money, easy access to metro, malls, local food¡±","<U+B209>I belive they have a centralized reservations team and they just do not reply at all the questions/concerns their guests have before their trip. I sent them 2 questions, 1 via Bkg.com and another via their website 2 weeks before arriving but no reply at all.<U+B207>Bed is really comfortable. Room is fineStayed in December 2017"
"101","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Good average but slightly pricey¡±","<U+B209>Strange odour in our room?  a bit on the small side but adequate, also slow lifts at times ( avoid 8.15 - 9am for breakfast if you can, had to wait 10 mins to get a lift )<U+B207>Excellent breakfast & we were given a hospitality room to change / shower as we had a late flight. Check out time 1pm which is helpful to manyStayed in December 2017"
"102","Thailand","<U+2022> Business trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night","6.7","¡°Good enough for an overnight.  Not ideal for a city stay of more than that.¡±","<U+B209>Very very noisy.  No sound insulation between rooms.  Breakfast appears huge, but is really only adequate - very geared towards the Asian market (no surprise really).  Continental breakfast items severely lacking and not replenished when they were finished.  Of three coffee machines, only one was working - so there was a huge queue.<U+B207>Staff are friendly and efficient.  Comfy bed.  Good shower and bathroom amenities.  Ironing equipment in the room - very welcome.  Efficient check-in/check out procedures.  Helpful concierge.Stayed in December 2017"
"103","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°Near to Bugis mall¡±","<U+B209>Nothing<U+B207>Near to Bugis mallStayed in December 2017"
"104","Sri Lanka","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Ibis Bencoolen is the ideal for business traveller.¡±","<U+B209>Room size.<U+B207>Super location, well equipped rooms, friendly staff and good breakfast .Stayed in December 2017"
"105","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights","7.1","¡°Very good Location¡±","<U+B209>Bed is not comfortable<U+B207>Location, Location,Location.........Stayed in December 2017"
"106","USA","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.4","¡°Staff¡±","<U+B209>Rooms are old<U+B207>StaffStayed in November 2017"
"107","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","6.3","¡°Location of the hotel is great!¡±","<U+B209>Tarrifs and the room service is not slow.<U+B207>Location of the hotel is great!Stayed in December 2017"
"108","India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","9.6","¡°Very cooperative and friendly staff. Stay was very comfortable and location was very good.¡±","<U+B209>Nothing specific<U+B207>Excellent place to stayStayed in December 2017"
"109","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.5","¡°A good hotel and near everything¡±","<U+B209>nothing<U+B207>near transportationStayed in December 2017"
"110","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.0","¡°May not be staying at the same room type unless there's special discount rate.¡±","<U+B209>Room a bit too small, not value for money. U need to walk for some distance from MRT. But there's bus stop just outside hotel.<U+B207>Nice breakfastStayed in December 2017"
"111","Sri Lanka","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 2 nights","7.9","¡°LOCATION¡±","<U+B209>ROOM SIZE<U+B207>LOCATIONStayed in December 2017"
"112","Canada","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights","10","¡°Excellent location!!!¡±","<U+B209>NA<U+B207>-Bus stop at the door step. Route to all major shopping and attractions-LRT/MRT 3 minutes walking-Bencoolen Downtown LRT line connecting direct to airport-7-Eleven at the door step-Bujis nightlife & mall 7 minutes walking-IT mall 1 minute walk adjacent to the hotel-Suntec City Mall 10 minutes via bus-Vivo City Mall/Harbour area via bus-Snacks/Cafes, Restaurant all around a radius of 500 meters.-Location was just awesome!!!-TV channels were sufficient to cater all business and leisure people-Spacious desk to work-Hot water and shower just fine-Cleanliness was awesome.Stayed in December 2017"
"113","Singapore","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","9.2","¡°Convenient hotel¡±","<U+B207>Location of the hotel is very convenient.  Counter staff is friendly and room is clean. Only the safe is not working.Stayed in December 2017"
"114","Brunei Darussalam","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","9.6","¡°Awesome stay !¡±","<U+B209>Tiny TV with no access to plug in my ChromecastToilet smells a bit funny<U+B207>Loved the ibis soap, shampoo and handwashStayed in November 2017"
"115","United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","8.8","¡°Better than average Ibis in good location¡±","<U+B209>Some problems with noisy adjacent guests. Woken in night by strong smell of cigarette smoke eminating from bathroom due to law breaking guest in bathroom next door. This is becoming more common in Asia - bathrooms need smoke detectors! Wife ordered curry for lunch in restaurant asking for it a<U+0080><U+0098>not too spicya<U+0080><U+0099> when it came it was too hot even for me, and I am a a<U+0080><U+0098>curry heada<U+0080><U+0099>. Staff were helpful and we were not charged but if it was not possible to make it milder then they should have said so up front.<U+B207>Standard Ibis room, you know what you will get, good bed, good shower, but limited storage. Excellent breakfast buffet with good selection of Western and Asian food replenished regularly.Stayed in December 2017"
"116","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°Very friendly staff, the bar and restaurant downstairs was excellent, with meals at a good price¡±","<U+B209>Small but nice room, more suited to one person, there were other larger rooms, but this was good value for money.<U+B207>Good value with Breakfast includedStayed in December 2017"
"117","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°I needed a place easily accessible to where I had planned to go.¡±","<U+B209>Ita<U+0080><U+0099>s value for money. No complain.<U+B207>I was able to get my choice. Nice parrat, chapati and curry.Stayed in December 2017"
"118","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights","6.7","¡°location is very strategic, near to bugis street and...¡±","<U+B209>Staff unfriendly, speak fast and racialistic for asian tourist.<U+B207>location is very strategic, near to bugis street and junction.Stayed in December 2017"
