"","X","nationality","tags","score","content","content_detail"
"89",89,"Romania","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°Good hotel. Terrible breakfast.¡±","Breakfast is a mess Food is very low quality I don't mind the small number of choices but that cook just has no respect for food Worst omelette I have ever tasted Cheese was a random low quality selection every day Every bacon refill was cooked differently Big parts of buffet were empty and took forever to refill And I could go on and on Just get rid of whoever is doing that buffet Breakfast personnel are just randomly running around like a bunch of headless chickens Tables are no cleared in time Very comfortable room, good location Nice rooftop pool Very nice reception staff Stayed in December "
"90",90,"Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",9.2,"¡°Rooms look exactly  like  the  picture¡±"," Rooms look exactly  like  the  pictureStayed in December "
"91",91,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Good for a short stay, close to Arab St¡±","Room was small Location was great within walking distance to Arab StStayed in December "
"92",92,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Very clean, new and comfortable...!¡±","Breakfast has no halal foodpore standardStayed in December "
"93",93,"United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",6.3,"¡°so so¡±","bathroom, fan is loud and poor toilettries locationStayed in December "
"94",94,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 3 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Clean, comfort and convenience¡±","The room is too small for family room Breakfast buffet could be better by increase more varietyStayed in December "
"95",95,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile",8.3,"¡°Nice stay¡±","No pool bar and is very noisy due to fans/exhaust on roof and near by construction, limited in services, breakfast foods ran out fast (had to wait for refill) Good location out of main city area, helpful staff, breakfast filling Close to train station and bus stop!Stayed in December "
"96",96,"Brunei Darussalam","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile",10,"¡°A very nice stay.¡±"," Beds were very comfortable Rooftop view was amazing!Stayed in December "
"97",97,"Finland","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 1 night",9.2,"¡°Arrived at 8 P.¡±","Hotel changed name and owner  times during a few years acc to taxi driver which means that all the taxis doesn't recognize the hotel This happened to us Arrived at  PM and left at : AM so not much time for evaluating the hotel Thanks to good instructions from reception we found the way to MTR and we were just in time to see the light showStayed in December "
"98",98,"Germany","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 4 nights",8.3,"¡°Great city hotel for families.¡±","Lower price for breakfast Very nice Hotel for families Rooms with  beds very small but sufficient for a city tripSuper location for MRT and Food Court There is also a big playground behind the food courtWe love the rofftop view and pool, great towels providedWould definitely go againOnly breakfast was too expensive, but many other options nearbyAlso, after a h flight with two kids we were checked in immediately and fast at am without any costs!Stayed in December "
"99",99,"Slovakia","<U+2022> Business trip<U+2022> Group<U+2022> Superior Twin Room<U+2022> Stayed 3 nights",9.2,"¡°No comment.¡±","No comment No commentStayed in November "
"100",100,"United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.3,"¡°Clean and tidy with great staff¡±","Breakfast area was too small and cereal selection could have been better and milk needs to be cold Clean and tidy with great staffStayed in December "
"101",101,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 1 night",8.3,"¡°very satisfactory for a stopover in singapore¡±","breakfast was just ok lifts to the bedrooms take forever rooms were very clean easy to check in location is goodStayed in December "
"102",102,"New Zealand","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights",7.5,"¡°Helpful staff, quiet.¡±","Help to transport bagsRooms small Helpful staff, quietStayed in December "
"103",103,"Malaysia","<U+2022> Business trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",7.5,"¡°Value for money.¡±","Restaurant in hotel had a limited menu No vegetarian options and no felixibility in modifying anything on the menu to accommodate Elevators were very slow Value for money Being able to pay with PayPal Room was comfortable Rooftop Pool and deck is fantastic Hawker food court across the street is a good place to go for a quick, inexpensive mealStayed in December "
"104",104,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights",9.2,"¡°enjoyed every minute¡±","- Location, location, location For a small hotel, it is very comfy Fantastic view from rooftop poolhad no trouble parking  Close to Flyer, Gardens by the Bay, Marina Bay Sands, Arab St, Little India etcmany buses drop off next doorStayed in December "
"105",105,"United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",10,"¡°Perfect and good location.¡±"," Everything and really good locationStayed in December "
"106",106,"Canada","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights",8.8,"¡°Nice experience. Will book again.¡±"," Book early, and you will get a good rate Location is very goodStayed in November "
"107",107,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights",7.9,"¡°Clean and comfortable, great views of the city from the...¡±"," Clean and comfortable, great views of the city from the rooftop pool Golden Mile hawker centre right across the roadStayed in December "
"108",108,"Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 2 nights",8.3,"¡°Would stay there again¡±","Breakfast Big selection but cold and not too tasty Coffee could improve too @ AUD it really needs to be of higher quality similar priced hotels in Singapore normally not as well appointed, quiet and clean as The Destination Aircon nice and quiet tooStayed in December "
"109",109,"Russia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night",7.9,"¡°Very nice and pretty hotel. good value of money. Ideal for a short stay¡±","The room is not very big but it wasn't a big problem for us as we stayed only  night The hotel is just renovated and all furniture in the room and bathroom is new the bed is very comfy Good location, walk distance to Marina Bay promenade Nice room view from huge windows)Stayed in November "
"110",110,"Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",5.8,"¡°Bathroom gets flooded due to poor drainage.¡±","Bathroom gets flooded due to poor drainage Location not convenient for shopping & not close to shopping centres At least  minute walk to train station in the hot dun & carting yr luggage With this rate, you can find other hotels with better locationStayed in November "
"111",111,"New Zealand","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile",8.8,"¡°I would stay here again¡±"," The staff were very helpful and allowed an early check in The roof top pool was lovely and the location worked well for my business needsStayed in November "
"112",112,"Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",5.4,"¡°Location¡±","There were dirty tissues under the bed Showed it hasn't been cleaned very well LocationStayed in December "
"113",113,"Netherlands","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",7.5,"¡°Location is good.¡±","The housekeeper is a little bit carelessmy white T-shirt was taken away with the used towels  Location is goodroom is compact and cleanStayed in December "
"114",114,"Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Connecting Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile",8.8,"¡°Self service for the lungage ¡±","No bell service Clean & comfortable Stayed in December "
"115",115,"United Kingdom","<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 4 nights",10,"¡°Great¡±","There was a little sign in the bathroom to say that they are trying to be eco, so if you didn't want your towels changing to leave them hanging on the rack To save water etcRegardless of where I left them they got changedI was trying to be eco Excellent food facilities / choice across the roadStayed in December "
"116",116,"United Kingdom","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile",7.9,"¡°Pool is fab¡±","The breakfast was always cold and was  chaotic to get a table and they kept running out of food The pool was great and location is goodStayed in December "
"117",117,"Iceland","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",9.2,"¡°Nice room.¡±"," Nice room The swimming pool on the top is grate and the view there was amazingStayed in November "
"118",118,"New Zealand","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile",8.8,"¡°Excellent!¡±","There was no hair conditioner offered in the room :/ This is the first time we visit Singapore The staff are very friendly and helpful, they recommended the local foodcourt opposit the hotel for lunch We were very enjoyed to stayed there and great location as wellStayed in November "
